Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
1111,a,a,1900,6,2014,1,31,2013,"Jan,Apr,Jul,Oct"
560,c,c,1910,7,2013,0,,,
704,d,c,1910,4,2009,0,,,
735,d,c,1920,4,2005,0,,,
107,a,a,1930,9,2009,0,,,
478,d,c,1940,3,2012,0,,,
304,a,a,1950,7,2015,0,,,
371,d,c,1970,7,2009,1,45,2014,"Feb,May,Aug,Nov"
908,a,a,1980,7,2010,1,37,2009,"Jan,Apr,Jul,Oct"
1055,c,a,1980,4,2009,0,,,
1024,c,c,1990,1,2012,0,,,
128,d,c,2000,,,1,1,2013,"Jan,Apr,Jul,Oct"
156,a,a,2020,2,2011,1,14,2011,"Mar,Jun,Sept,Dec"
800,d,a,2020,7,2014,0,,,
9,a,c,2030,8,2000,0,,,
99,c,c,2030,11,2003,1,22,2012,"Mar,Jun,Sept,Dec"
844,a,a,2030,9,2012,1,18,2011,"Feb,May,Aug,Nov"
360,a,a,2040,6,2007,0,,,
873,a,a,2040,11,2008,0,,,
62,a,a,2050,,,0,,,
727,a,a,2050,3,2007,0,,,
357,a,a,2060,10,2008,0,,,
511,a,a,2060,9,2009,0,,,
670,a,a,2060,,,1,45,2009,"Feb,May,Aug,Nov"
609,a,a,2070,9,2007,0,,,
671,a,c,2070,2,2008,1,39,2010,"Jan,Apr,Jul,Oct"
148,a,a,2090,12,2008,0,,,
797,a,a,2090,10,2012,1,40,2014,"Jan,Apr,Jul,Oct"
119,a,c,2100,2,2010,0,,,
675,a,a,2100,8,2013,1,14,2011,"Jan,Apr,Jul,Oct"
804,c,c,2100,,,1,1,2013,"Jan,Apr,Jul,Oct"
571,d,a,2110,11,1995,1,40,2014,"Jan,Apr,Jul,Oct"
922,d,a,2110,3,2006,0,,,
392,a,a,2120,,,0,,,
648,d,a,2130,12,2008,0,,,
378,a,c,2140,8,2012,0,,,
661,d,c,2140,7,2013,0,,,
29,d,c,2170,,,0,,,
222,a,a,2170,11,2008,0,,,
487,d,c,2180,9,2012,1,40,2012,"Jan,Apr,Jul,Oct"
628,a,c,2180,,,0,,,
108,d,c,2190,9,2003,0,,,
302,d,c,2190,12,2007,1,9,2011,"Mar,Jun,Sept,Dec"
551,a,c,2190,9,2013,0,,,
72,a,a,2200,12,2009,1,13,2010,"Jan,Apr,Jul,Oct"
136,a,c,2200,12,2010,1,22,2012,"Feb,May,Aug,Nov"
1087,d,c,2210,11,2011,0,,,
946,a,a,2220,12,2011,1,14,2015,"Jan,Apr,Jul,Oct"
1000,a,c,2230,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
34,c,a,2240,9,2009,0,,,
380,a,a,2240,5,2013,1,10,2014,"Mar,Jun,Sept,Dec"
283,a,a,2260,,,1,40,2014,"Jan,Apr,Jul,Oct"
388,a,a,2260,,,0,,,
606,a,a,2260,11,2007,0,,,
577,a,c,2270,,,1,35,2012,"Mar,Jun,Sept,Dec"
979,a,c,2270,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
339,a,c,2280,,,1,10,2013,"Mar,Jun,Sept,Dec"
120,d,a,2290,12,2014,1,37,2009,"Jan,Apr,Jul,Oct"
310,a,c,2290,,,1,10,2014,"Mar,Jun,Sept,Dec"
994,a,a,2290,7,2011,1,1,2012,"Jan,Apr,Jul,Oct"
26,d,a,2300,,,0,,,
297,a,a,2300,9,2010,0,,,
436,d,a,2300,,,0,,,
483,a,c,2310,9,2011,1,13,2010,"Jan,Apr,Jul,Oct"
279,d,c,2320,,,1,40,2012,"Jan,Apr,Jul,Oct"
486,a,a,2320,,,1,31,2013,"Jan,Apr,Jul,Oct"
549,a,c,2330,,,0,,,
851,d,c,2330,,,1,49,2014,"Mar,Jun,Sept,Dec"
956,a,a,2330,10,2014,1,18,2011,"Feb,May,Aug,Nov"
20,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
81,a,a,2370,3,2011,1,40,2014,"Jan,Apr,Jul,Oct"
227,a,a,2370,,,0,,,
89,a,a,2380,7,2004,1,40,2014,"Jan,Apr,Jul,Oct"
748,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
1094,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct"
761,a,a,2390,9,2012,0,,,
91,c,a,2410,,,1,35,2011,"Jan,Apr,Jul,Oct"
285,a,a,2410,,,0,,,
365,c,a,2410,,,1,45,2009,"Feb,May,Aug,Nov"
1080,a,a,2410,,,1,40,2014,"Jan,Apr,Jul,Oct"
101,d,c,2440,,,1,22,2012,"Mar,Jun,Sept,Dec"
129,a,a,2460,,,1,14,2011,"Jan,Apr,Jul,Oct"
267,c,a,2460,1,2012,0,,,
451,a,a,2460,4,2009,1,13,2010,"Jan,Apr,Jul,Oct"
305,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec"
992,a,a,2480,7,1990,0,,,
612,d,c,2490,11,2012,1,31,2009,"Jan,Apr,Jul,Oct"
519,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
441,d,a,2530,,,0,,,
592,a,a,2540,6,2005,0,,,
482,c,a,2550,10,2005,0,,,
812,d,a,2590,9,2012,0,,,
899,d,a,2590,,,1,13,2010,"Jan,Apr,Jul,Oct"
149,d,a,2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct"
919,a,a,2620,,,1,45,2009,"Feb,May,Aug,Nov"
981,d,c,2620,11,2002,0,,,
768,a,c,2630,9,2012,0,,,
171,a,a,2640,,,0,,,
367,d,c,2640,9,2012,0,,,
583,a,a,2640,11,2002,0,,,
674,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
865,d,c,2640,,,0,,,
914,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
666,c,c,2700,,,1,9,2011,"Mar,Jun,Sept,Dec"
799,a,c,2700,,,0,,,
83,a,a,2710,,,0,,,
602,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
793,d,a,2710,7,2006,0,,,
836,a,a,2720,9,2012,0,,,
287,c,a,2740,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
1019,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
192,d,c,2770,3,2008,1,40,2014,"Jan,Apr,Jul,Oct"
687,d,c,2770,,,0,,,
739,d,c,2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct"
496,d,c,2780,6,2015,0,,,
937,d,a,2810,,,1,10,2014,"Jan,Apr,Jul,Oct"
938,a,a,2820,9,2009,0,,,
59,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
862,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
683,a,a,2850,7,2014,0,,,
631,d,c,2870,,,1,35,2012,"Mar,Jun,Sept,Dec"
667,d,c,2870,9,2012,0,,,
996,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
422,a,c,2880,,,0,,,
358,a,a,2890,10,2003,0,,,
488,a,c,2890,4,2014,0,,,
835,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
707,a,c,2900,7,1990,0,,,
32,a,a,2910,,,1,45,2009,"Feb,May,Aug,Nov"
223,d,c,2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct"
143,d,a,2930,12,2002,0,,,
157,a,c,2950,10,2004,0,,,
276,a,a,2960,10,2014,1,36,2013,"Mar,Jun,Sept,Dec"
428,d,a,2960,12,2014,1,23,2015,"Mar,Jun,Sept,Dec"
161,a,c,2970,3,2005,0,,,
558,a,a,3000,2,2010,0,,,
856,a,a,3020,2,2010,0,,,
691,d,c,3030,,,1,37,2009,"Jan,Apr,Jul,Oct"
553,c,a,3040,9,2002,1,13,2010,"Jan,Apr,Jul,Oct"
616,a,c,3040,8,2011,1,35,2010,"Mar,Jun,Sept,Dec"
155,d,a,3050,,,1,35,2010,"Jan,Apr,Jul,Oct"
912,c,c,3100,5,2010,0,,,
466,a,c,3110,3,2003,0,,,
328,a,a,3130,7,2002,0,,,
317,d,a,3140,7,2013,1,14,2011,"Jan,Apr,Jul,Oct"
217,c,a,3150,,,0,,,
294,a,a,3150,5,2005,0,,,
10,a,a,3160,9,2009,0,,,
901,a,c,3170,4,2014,0,,,
716,d,a,3200,1,2008,1,22,2011,"Jan,Apr,Jul,Oct"
883,a,a,3200,6,2005,0,,,
787,c,c,3210,6,2009,0,,,
874,a,a,3210,,,0,,,
1057,d,c,3230,11,2011,0,,,
19,a,c,3240,,,1,22,2011,"Mar,Jun,Sept,Dec"
678,c,a,3250,,,1,40,2011,"Jan,Apr,Jul,Oct"
16,a,c,3270,,,0,,,
485,d,c,3270,,,1,22,2012,"Jan,Apr,Jul,Oct"
828,d,c,3290,12,2014,0,,,
833,d,c,3290,12,1999,1,35,2010,"Mar,Jun,Sept,Dec"
897,c,c,3290,1,2007,1,5,2013,"Feb,May,Aug,Nov"
109,a,c,3300,11,2010,0,,,
79,a,a,3320,,,0,,,
518,d,c,3330,3,2015,1,13,2010,"Jan,Apr,Jul,Oct"
1074,c,c,3330,10,2001,1,14,2011,"Jan,Apr,Jul,Oct"
591,a,c,3340,,,1,22,2012,"Mar,Jun,Sept,Dec"
632,a,a,3350,2,2010,0,,,
1066,a,a,3350,,,0,,,
126,d,a,3370,10,2014,1,18,2011,"Feb,May,Aug,Nov"
858,a,a,3370,12,2008,1,40,2014,"Jan,Apr,Jul,Oct"
1059,c,a,3380,4,2013,0,,,
458,c,a,3390,,,0,,,
749,a,a,3410,8,2011,1,14,2015,"Jan,Apr,Jul,Oct"
1060,a,c,3430,,,1,31,2013,"Feb,May,Aug,Nov"
855,a,a,3440,,,1,45,2009,"Feb,May,Aug,Nov"
1042,a,a,3440,,,1,31,2013,"Feb,May,Aug,Nov"
117,a,a,3450,9,2011,0,,,
757,a,c,3450,,,0,,,
993,d,c,3460,10,2013,1,10,2014,"Jan,Apr,Jul,Oct"
834,a,a,3470,3,2012,0,,,
1109,c,a,3490,4,2011,1,22,2012,"Jan,Apr,Jul,Oct"
78,a,a,3510,11,2006,1,5,2013,"Feb,May,Aug,Nov"
250,d,a,3520,,,1,18,2012,"Feb,May,Aug,Nov"
421,c,c,3530,6,2012,1,35,2012,"Mar,Jun,Sept,Dec"
184,d,c,3560,,,0,,,
314,a,a,3560,10,2001,1,31,2013,"Feb,May,Aug,Nov"
967,a,c,3560,9,2013,1,36,2013,"Jan,Apr,Jul,Oct"
121,a,a,3570,11,2009,1,36,2013,"Mar,Jun,Sept,Dec"
535,a,a,3570,4,2007,0,,,
118,d,c,3580,9,2012,0,,,
721,a,c,3590,9,2012,1,22,2012,"Mar,Jun,Sept,Dec"
395,a,a,3620,2,2013,0,,,
566,a,a,3620,,,1,40,2013,"Jan,Apr,Jul,Oct"
274,b,b,3640,,,1,10,2013,"Jan,Apr,Jul,Oct"
63,c,c,3700,6,2010,1,18,2010,"Feb,May,Aug,Nov"
165,a,a,3720,4,2005,1,13,2010,"Jan,Apr,Jul,Oct"
333,a,c,3720,2,2010,0,,,
1023,c,a,3740,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
1047,a,a,3750,,,1,45,2009,"Feb,May,Aug,Nov"
1077,a,a,3750,11,2001,1,35,2010,"Mar,Jun,Sept,Dec"
548,d,c,3760,2,2009,0,,,
176,a,a,3770,,,0,,,
697,d,a,3780,,,1,40,2011,"Jan,Apr,Jul,Oct"
231,d,c,3840,10,2008,1,39,2010,"Feb,May,Aug,Nov"
196,c,a,3850,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
872,a,c,3860,9,2014,1,23,2015,"Mar,Jun,Sept,Dec"
807,a,a,3870,4,2008,0,,,
978,c,c,3890,,,0,,,
1006,c,c,3890,11,2006,1,5,2013,"Feb,May,Aug,Nov"
440,d,a,3900,4,2005,1,45,2009,"Feb,May,Aug,Nov"
559,d,a,3910,11,2006,1,5,2013,"Feb,May,Aug,Nov"
900,a,a,3920,4,2005,1,40,2014,"Jan,Apr,Jul,Oct"
448,a,c,3970,9,2009,0,,,
627,c,c,3970,3,2010,0,,,
213,d,c,4030,3,2014,1,1,2014,"Jan,Apr,Jul,Oct"
531,a,c,4030,,,0,,,
644,c,a,4030,12,2004,1,14,2011,"Jan,Apr,Jul,Oct"
1040,a,a,4030,2,2013,1,10,2014,"Jan,Apr,Jul,Oct"
1085,c,a,4030,2,2015,0,,,
334,d,c,4040,8,2008,1,18,2013,"Mar,Jun,Sept,Dec"
23,d,a,4060,8,2005,0,,,
1101,d,c,4060,9,2012,0,,,
623,a,a,4080,3,2011,1,13,2010,"Jan,Apr,Jul,Oct"
15,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
175,c,a,4130,,,0,,,
679,a,a,4140,9,2012,0,,,
705,a,a,4140,9,2012,1,18,2011,"Feb,May,Aug,Nov"
290,a,a,4150,5,2001,0,,,
895,a,c,4150,,,0,,,
463,a,a,4160,,,0,,,
976,a,a,4180,,,0,,,
1007,c,c,4180,9,2012,0,,,
197,c,a,4210,3,2015,0,,,
37,c,a,4230,12,2014,0,,,
552,a,a,4260,7,2008,1,37,2009,"Jan,Apr,Jul,Oct"
568,d,c,4270,,,1,1,2013,"Jan,Apr,Jul,Oct"
1088,a,a,4300,3,2009,1,27,2013,"Jan,Apr,Jul,Oct"
746,d,c,4330,2,2011,1,35,2011,"Mar,Jun,Sept,Dec"
151,d,c,4360,10,2005,0,,,
234,d,a,4370,,,0,,,
359,d,c,4370,,,0,,,
742,d,c,4380,,,0,,,
574,d,a,4400,,,0,,,
980,a,a,4420,9,2005,0,,,
888,d,a,4450,6,2012,1,35,2012,"Mar,Jun,Sept,Dec"
890,a,a,4450,,,1,14,2011,"Jan,Apr,Jul,Oct"
412,d,c,4460,,,1,39,2010,"Jan,Apr,Jul,Oct"
361,c,c,4490,5,2014,1,5,2013,"Feb,May,Aug,Nov"
114,c,a,4510,,,1,48,2011,"Mar,Jun,Sept,Dec"
301,a,c,4510,3,2015,0,,,
268,a,a,4520,2,2014,0,,,
431,d,c,4520,,,0,,,
590,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct"
880,a,c,4570,,,0,,,
265,a,a,4580,,,1,14,2015,"Jan,Apr,Jul,Oct"
385,d,a,4580,9,2007,0,,,
24,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct"
1010,d,c,4610,6,2010,1,18,2010,"Feb,May,Aug,Nov"
255,c,c,4630,3,2011,1,35,2011,"Feb,May,Aug,Nov"
416,a,c,4650,6,2014,0,,,
246,c,a,4660,4,2013,0,,,
491,d,c,4680,,,1,22,2012,"Mar,Jun,Sept,Dec"
536,a,c,4700,9,2002,1,31,2013,"Feb,May,Aug,Nov"
509,a,a,4740,7,2008,1,37,2009,"Jan,Apr,Jul,Oct"
854,c,a,4770,,,1,13,2010,"Jan,Apr,Jul,Oct"
393,d,c,4820,3,2008,0,,,
929,a,c,4820,9,2013,0,,,
70,c,c,4840,,,0,,,
712,a,a,4870,9,2007,1,45,2009,"Jan,Apr,Jul,Oct"
43,d,a,4880,,,1,37,2009,"Jan,Apr,Jul,Oct"
372,d,c,4880,8,2010,1,18,2014,"Jan,Apr,Jul,Oct"
403,a,a,4970,7,2015,0,,,
849,c,c,5000,,,0,,,
1068,d,c,5010,,,1,5,2013,"Jan,Apr,Jul,Oct"
545,a,c,5020,5,2006,1,18,2014,"Feb,May,Aug,Nov"
472,c,c,5030,8,2011,0,,,
832,d,a,5070,,,1,45,2009,"Feb,May,Aug,Nov"
875,d,a,5070,11,2007,1,18,2015,"Feb,May,Aug,Nov"
1052,a,c,5080,,,1,31,2013,"Feb,May,Aug,Nov"
794,c,c,5090,9,2006,0,,,
306,a,a,5100,4,2007,1,40,2014,"Jan,Apr,Jul,Oct"
202,d,c,5140,5,2010,0,,,
926,d,c,5150,3,2011,1,13,2010,"Jan,Apr,Jul,Oct"
135,d,a,5190,,,1,1,2013,"Jan,Apr,Jul,Oct"
103,d,c,5210,5,2015,0,,,
1089,d,a,5220,5,2009,0,,,
468,c,c,5260,9,2012,0,,,
351,a,a,5290,11,2012,1,5,2013,"Feb,May,Aug,Nov"
471,d,a,5300,,,1,45,2009,"Feb,May,Aug,Nov"
1106,a,c,5330,9,2011,1,31,2013,"Jan,Apr,Jul,Oct"
162,d,c,5340,3,2012,1,13,2010,"Jan,Apr,Jul,Oct"
1056,d,c,5350,,,1,40,2012,"Jan,Apr,Jul,Oct"
1115,d,c,5350,,,1,22,2012,"Mar,Jun,Sept,Dec"
399,a,a,5360,9,2012,1,40,2011,"Jan,Apr,Jul,Oct"
1072,a,c,5380,8,2015,1,5,2010,"Feb,May,Aug,Nov"
782,c,c,5390,8,2003,1,1,2012,"Jan,Apr,Jul,Oct"
620,d,c,5440,,,1,40,2014,"Jan,Apr,Jul,Oct"
934,a,c,5460,,,1,14,2011,"Jan,Apr,Jul,Oct"
495,d,a,5470,,,1,37,2009,"Jan,Apr,Jul,Oct"
60,d,c,5540,10,2009,0,,,
204,a,a,5630,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
723,d,c,5650,9,2008,1,5,2013,"Feb,May,Aug,Nov"
235,a,a,5710,3,2012,1,37,2009,"Jan,Apr,Jul,Oct"
115,d,c,5740,4,2007,1,40,2014,"Jan,Apr,Jul,Oct"
189,d,a,5760,7,2014,0,,,
450,c,a,5780,11,1994,1,10,2014,"Mar,Jun,Sept,Dec"
180,d,a,5800,9,2010,0,,,
402,c,c,5830,9,2011,1,13,2010,"Jan,Apr,Jul,Oct"
527,d,c,5830,4,2008,0,,,
997,d,c,5840,7,2010,1,37,2009,"Jan,Apr,Jul,Oct"
369,d,c,5870,4,2014,0,,,
407,a,a,5890,10,2003,1,14,2011,"Feb,May,Aug,Nov"
724,d,c,5900,,,0,,,
533,a,c,5950,,,0,,,
791,a,a,5950,4,2007,0,,,
738,d,c,5980,10,2005,0,,,
860,c,c,5980,2,2010,0,,,
105,a,c,6190,,,1,23,2013,"Mar,Jun,Sept,Dec"
414,d,c,6210,,,1,1,2013,"Jan,Apr,Jul,Oct"
1063,a,c,6250,,,0,,,
50,d,a,6260,11,2009,0,,,
857,c,a,6270,8,2005,1,23,2014,"Mar,Jun,Sept,Dec"
933,a,c,6270,2,2005,0,,,
952,d,c,6300,10,2013,0,,,
830,a,c,6320,,,1,5,2011,"Jan,Apr,Jul,Oct"
1012,d,c,6330,6,2004,1,39,2010,"Jan,Apr,Jul,Oct"
199,d,c,6360,12,2010,1,14,2012,"Mar,Jun,Sept,Dec"
352,d,c,6360,,,1,40,2012,"Mar,Jun,Sept,Dec"
740,d,a,6400,3,2014,0,,,
924,a,a,6420,4,2011,1,1,2012,"Jan,Apr,Jul,Oct"
366,d,c,6470,12,2004,0,,,
940,d,c,6470,9,2012,0,,,
1005,a,a,6480,,,0,,,
289,d,a,6540,12,2007,0,,,
564,d,c,6540,,,1,14,2013,"Jan,Apr,Jul,Oct"
995,d,a,6560,12,2013,0,,,
56,d,c,6620,3,2012,1,10,2014,"Mar,Jun,Sept,Dec"
379,d,a,6630,,,0,,,
230,d,c,6680,9,2013,0,,,
389,a,c,6690,8,2011,0,,,
743,a,a,6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct"
942,d,c,6860,,,1,18,2011,"Jan,Apr,Jul,Oct"
207,a,a,6870,,,0,,,
242,d,a,6880,9,2001,1,14,2011,"Jan,Apr,Jul,Oct"
838,d,c,6890,,,1,48,2011,"Mar,Jun,Sept,Dec"
520,a,c,6900,,,1,40,2012,"Mar,Jun,Sept,Dec"
415,d,c,6910,4,2005,0,,,
624,a,c,6920,9,2011,0,,,
654,c,a,6930,9,2006,0,,,
281,d,c,6970,9,2011,0,,,
775,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct"
522,d,c,7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct"
54,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov"
796,a,c,7180,11,2012,0,,,
917,a,a,7240,2,2010,0,,,
581,a,a,7250,12,2013,0,,,
542,a,a,7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct"
903,d,c,7290,9,2014,0,,,
58,a,c,7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct"
647,a,c,7420,4,2013,0,,,
481,c,c,7470,,,1,44,2012,"Feb,May,Aug,Nov"
8,a,a,7520,10,2014,0,,,
653,d,c,7520,7,2014,1,45,2009,"Feb,May,Aug,Nov"
884,d,c,7550,,,0,,,
35,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct"
66,d,a,7660,,,1,37,2009,"Jan,Apr,Jul,Oct"
455,d,c,7660,9,2010,0,,,
1033,a,a,7680,3,2006,0,,,
639,a,a,7780,11,2006,0,,,
706,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
277,d,c,7840,,,1,31,2009,"Feb,May,Aug,Nov"
663,a,c,7860,5,2005,0,,,
845,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
111,d,c,7890,,,1,37,2009,"Jan,Apr,Jul,Oct"
80,d,a,7910,,,0,,,
224,d,c,7930,,,1,1,2013,"Jan,Apr,Jul,Oct"
826,a,c,7980,6,2005,0,,,
640,d,c,8040,,,0,,,
146,d,c,8050,10,1961,1,48,2012,"Jan,Apr,Jul,Oct"
340,a,c,8080,,,0,,,
611,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
346,a,c,8090,,,0,,,
1061,d,c,8110,,,0,,,
321,c,c,8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec"
719,c,c,8190,,,1,45,2009,"Feb,May,Aug,Nov"
601,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct"
406,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
370,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct"
777,d,c,8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec"
510,a,c,8260,,,0,,,
476,d,a,8300,9,2006,0,,,
323,d,c,8400,4,2012,1,5,2013,"Feb,May,Aug,Nov"
411,d,c,8460,,,0,,,
950,a,a,8460,11,1994,0,,,
273,a,c,8480,,,0,,,
159,d,a,8530,3,2013,0,,,
147,d,c,8540,,,0,,,
702,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
214,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct"
750,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
309,d,a,8740,,,1,37,2009,"Feb,May,Aug,Nov"
96,a,a,8780,2,2005,1,37,2009,"Jan,Apr,Jul,Oct"
846,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
350,d,a,8880,,,1,14,2011,"Jan,Apr,Jul,Oct"
617,a,c,8940,,,1,9,2011,"Jan,Apr,Jul,Oct"
356,d,c,8970,12,2007,1,22,2012,"Feb,May,Aug,Nov"
97,d,c,8980,,,0,,,
729,c,c,8980,6,2011,0,,,
547,d,c,8990,11,2009,1,35,2010,"Mar,Jun,Sept,Dec"
960,d,a,8990,,,1,31,2009,"Feb,May,Aug,Nov"
316,d,a,9000,8,2001,0,,,
507,a,c,9070,4,2011,1,37,2009,"Jan,Apr,Jul,Oct"
790,d,c,9070,12,2003,0,,,
401,a,c,9200,10,2009,1,14,2012,"Jan,Apr,Jul,Oct"
572,d,c,9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
278,a,c,9260,2,2010,0,,,
1113,a,c,9260,,,0,,,
347,d,c,9360,7,2013,1,22,2012,"Mar,Jun,Sept,Dec"
961,d,c,9430,,,0,,,
798,a,a,9560,4,2001,0,,,
1036,d,c,9560,,,1,36,2013,"Jan,Apr,Jul,Oct"
296,a,a,9580,5,2007,1,45,2014,"Feb,May,Aug,Nov"
975,a,c,9630,,,1,14,2011,"Jan,Apr,Jul,Oct"
810,d,c,9640,11,2013,0,,,
183,a,a,9670,,,0,,,
866,d,a,9680,,,1,5,2013,"Feb,May,Aug,Nov"
45,d,a,9710,2,2014,0,,,
355,a,c,9720,8,2013,0,,,
789,a,c,9770,7,2003,0,,,
637,d,c,9790,,,1,31,2009,"Feb,May,Aug,Nov"
31,d,c,9800,7,2012,0,,,
766,d,c,9820,,,0,,,
618,d,c,9910,,,0,,,
1015,d,c,9910,12,2010,1,9,2011,"Mar,Jun,Sept,Dec"
1091,a,c,9990,,,0,,,
326,d,a,10070,5,2015,1,31,2013,"Feb,May,Aug,Nov"
638,d,a,10170,11,2001,0,,,
225,d,a,10180,5,2015,0,,,
605,d,a,10310,4,2003,1,37,2009,"Jan,Apr,Jul,Oct"
1093,c,c,10450,6,2009,0,,,
51,a,c,10570,7,2013,1,9,2011,"Jan,Apr,Jul,Oct"
337,d,c,10600,7,2005,1,45,2014,"Feb,May,Aug,Nov"
871,d,c,10620,,,0,,,
88,a,a,10690,10,2005,0,,,
500,d,c,10690,9,2007,1,5,2013,"Jan,Apr,Jul,Oct"
626,c,c,10740,11,2013,0,,,
228,d,c,10800,,,1,18,2011,"Feb,May,Aug,Nov"
394,d,a,10850,,,0,,,
465,d,c,10890,4,2005,0,,,
604,d,a,10950,3,2014,0,,,
373,d,c,11120,,,1,22,2012,"Jan,Apr,Jul,Oct"
515,d,c,11260,,,1,9,2011,"Feb,May,Aug,Nov"
312,d,a,11300,3,2012,0,,,
443,d,a,11400,12,2005,0,,,
708,c,c,11470,10,2009,1,18,2014,"Jan,Apr,Jul,Oct"
1083,d,c,11540,,,1,5,2013,"Feb,May,Aug,Nov"
633,d,a,11640,4,2005,1,22,2011,"Jan,Apr,Jul,Oct"
209,a,c,11680,9,2011,1,31,2013,"Jan,Apr,Jul,Oct"
84,a,c,11810,8,2014,0,,,
158,d,c,11840,,,1,31,2009,"Feb,May,Aug,Nov"
741,d,c,11900,,,0,,,
1067,d,c,12020,7,2009,0,,,
714,d,c,12070,10,2005,1,10,2013,"Jan,Apr,Jul,Oct"
886,a,c,12430,10,2004,0,,,
910,d,c,12480,,,1,1,2013,"Jan,Apr,Jul,Oct"
945,a,c,12480,3,2011,0,,,
168,a,a,12540,,,0,,,
181,a,a,12610,3,2013,1,14,2011,"Jan,Apr,Jul,Oct"
578,d,a,12700,4,2013,0,,,
809,a,a,12770,10,2000,0,,,
430,d,c,12870,10,2008,0,,,
529,d,c,12920,9,2012,0,,,
434,a,a,13020,8,2003,1,40,2014,"Jan,Apr,Jul,Oct"
503,d,c,13080,9,2006,1,14,2011,"Jan,Apr,Jul,Oct"
767,a,c,13080,,,0,,,
174,a,a,13090,,,1,22,2012,"Jan,Apr,Jul,Oct"
755,d,c,13130,12,2003,0,,,
324,a,a,13140,,,1,14,2011,"Jan,Apr,Jul,Oct"
457,d,c,13140,,,1,31,2013,"Jan,Apr,Jul,Oct"
1050,d,c,13170,8,2014,1,9,2011,"Mar,Jun,Sept,Dec"
1054,a,c,13190,,,1,45,2013,"Feb,May,Aug,Nov"
221,d,c,13530,9,2013,0,,,
232,c,c,13570,5,2010,1,10,2013,"Mar,Jun,Sept,Dec"
364,a,c,13620,,,1,10,2014,"Mar,Jun,Sept,Dec"
1034,a,a,13750,4,2015,0,,,
18,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct"
65,a,c,13840,5,2010,1,1,2012,"Jan,Apr,Jul,Oct"
728,d,a,13990,,,1,14,2011,"Jan,Apr,Jul,Oct"
853,a,a,14040,,,0,,,
3,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct"
313,d,c,14160,,,0,,,
484,a,c,14300,3,2011,0,,,
